longname,PW Density (r=250m),PW Density (250m) [StatCan],PW Density (r=250m) (2010),PW Density (r=250m) Change (2010-2020),PW Density (r=250m) (2000),PW Density (r=250m) Change (2000-2020),PW Density (r=500m),PW Density (500m) [StatCan],PW Density (r=500m) (2010),PW Density (r=500m) Change (2010-2020),PW Density (r=500m) (2000),PW Density (r=500m) Change (2000-2020),PW Density (r=2km),PW Density (2km) [StatCan],PW Density (r=2km) [GHS-POP],PW Density (r=2km) (2010),PW Density (r=2km) Change (2010-2020),PW Density (r=2km) (2000),PW Density (r=2km) Change (2000-2020),PW Density (r=4km),PW Density (4km) [StatCan],PW Density (r=4km) [GHS-POP],PW Density (r=4km) (2010),PW Density (r=4km) Change (2010-2020),PW Density (r=4km) (2000),PW Density (r=4km) Change (2000-2020)
"Vladimirskaya oblast', Russia",,,,,,,,,,,,,,,2058.456,,,,,,,1212.1055,,,,
"Jizzax, Uzbekistan",,,,,,,,,,,,,,,1367.7429,,,,,,,994.90137,,,,
"Utrecht, Netherlands",,,,,,,,,,,,,,,2761.9902,,,,,,,2042.9423,,,,
"Bến Tre, Vietnam",,,,,,,,,,,,,,,1038.6426,,,,,,,805.2718,,,,
"Norte de Santander, Colombia",,,,,,,,,,,,,,,4890.094,,,,,,,3904.976,,,,
"Shymkent, Kazakhstan",,,,,,,,,,,,,,,4425.894,,,,,,,4019.4404,,,,
"Tshuapa, Democratic Republic of the Congo",,,,,,,,,,,,,,,1235.3115,,,,,,,401.27377,,,,
"Blantyre, Malawi",,,,,,,,,,,,,,,3467.922,,,,,,,2514.879,,,,
"Chiang Rai, Thailand",,,,,,,,,,,,,,,808.55164,,,,,,,530.3607,,,,
"Ḩamāh, Syria",,,,,,,,,,,,,,,2419.3916,,,,,,,1465.0758,,,,
"Kordestān, Iran",,,,,,,,,,,,,,,3951.8567,,,,,,,1975.2865,,,,
"Daşoguz, Turkmenistan",,,,,,,,,,,,,,,1119.6202,,,,,,,766.98895,,,,
"Aswān, Egypt",,,,,,,,,,,,,,,3924.972,,,,,,,2345.1716,,,,
"Adamaoua, Cameroon",,,,,,,,,,,,,,,2855.4397,,,,,,,1599.3615,,,,
"Atlantique, Benin",,,,,,,,,,,,,,,2066.5889,,,,,,,1550.3507,,,,
"Ville de Kigali, Rwanda",,,,,,,,,,,,,,,6004.969,,,,,,,5328.2397,,,,
"Munster, Ireland",,,,,,,,,,,,,,,629.35516,,,,,,,417.0948,,,,
"Jalal-Abad, Kyrgyzstan",,,,,,,,,,,,,,,1208.4025,,,,,,,694.2488,,,,
"Magdalena, Colombia",,,,,,,,,,,,,,,3804.1733,,,,,,,2396.508,,,,
"Uasin Gishu, Kenya",,,,,,,,,,,,,,,1641.3926,,,,,,,1242.5292,,,,
"Nara, Japan",,,,,,,,,,,,,,,2570.622,,,,,,,2215.0325,,,,
"Cà Mau, Vietnam",,,,,,,,,,,,,,,839.85144,,,,,,,578.5807,,,,
"Bình Phước, Vietnam",,,,,,,,,,,,,,,1134.711,,,,,,,603.5838,,,,
"Maysān, Iraq",,,,,,,,,,,,,,,5983.194,,,,,,,3948.3677,,,,
"Şan‘ā’, Yemen",,,,,,,,,,,,,,,1672.4982,,,,,,,1328.175,,,,
"Hưng Yên, Vietnam",,,,,,,,,,,,,,,1757.487,,,,,,,1463.1736,,,,
"Abruzzo, Italy",,,,,,,,,,,,,,,989.8882,,,,,,,597.4226,,,,
"North West, Singapore",,,,,,,,,,,,,,,16639.205,,,,,,,10561.297,,,,
"Aomori, Japan",,,,,,,,,,,,,,,1489.8726,,,,,,,1096.585,,,,
"Savanes, Togo",,,,,,,,,,,,,,,1627.3596,,,,,,,993.3767,,,,
"Machakos, Kenya",,,,,,,,,,,,,,,699.6299,,,,,,,545.8695,,,,
"Karnali, Nepal",,,,,,,,,,,,,,,224.21404,,,,,,,176.62053,,,,
"Cabinda, Angola",,,,,,,,,,,,,,,9336.714,,,,,,,6868.251,,,,
"Zakarpatska oblast, Ukraine",,,,,,,,,,,,,,,1170.4387,,,,,,,654.8756,,,,
"Steiermark, Austria",,,,,,,,,,,,,,,1159.9583,,,,,,,897.9362,,,,
"Ul'yanovskaya oblast', Russia",,,,,,,,,,,,,,,2399.3328,,,,,,,1566.0409,,,,
"Iwate, Japan",,,,,,,,,,,,,,,1093.5438,,,,,,,790.0309,,,,
"Viciebskaja voblasć, Belarus",,,,,,,,,,,,,,,2728.2043,,,,,,,1938.1055,,,,
"Tverskaya oblast', Russia",,,,,,,,,,,,,,,1687.0242,,,,,,,1228.5547,,,,
"Dayr az Zawr, Syria",,,,,,,,,,,,,,,2529.712,,,,,,,1321.1355,,,,
"Baghlān, Afghanistan",,,,,,,,,,,,,,,2457.9143,,,,,,,1182.527,,,,
"Khmelnytska oblast, Ukraine",,,,,,,,,,,,,,,1592.7032,,,,,,,1048.0857,,,,
"Quiché, Guatemala",,,,,,,,,,,,,,,1073.4646,,,,,,,556.1066,,,,
"Lebap, Turkmenistan",,,,,,,,,,,,,,,1037.1136,,,,,,,677.64636,,,,
"Świętokrzyskie, Poland",,,,,,,,,,,,,,,926.2338,,,,,,,606.84546,,,,
"Lanao del Norte, Philippines",,,,,,,,,,,,,,,1968.4314,,,,,,,1309.0687,,,,
"Yaroslavskaya oblast', Russia",,,,,,,,,,,,,,,4557.619,,,,,,,2234.2253,,,,
"Syddanmark, Denmark",,,,,,,,,,,,,,,736.9329,,,,,,,490.9946,,,,
"Bà Rịa - Vũng Tàu, Vietnam",,,,,,,,,,,,,,,2824.7913,,,,,,,1752.33,,,,
"Bruxelles-Capitale: Région de, Belgium",,,,,,,,,,,,,,,10869.176,,,,,,,9444.194,,,,
"HaDarom, Israel",,,,,,,,,,,,,,,3079.2441,,,,,,,1799.3237,,,,
"An Nīl al Azraq, Sudan",,,,,,,,,,,,,,,2571.0955,,,,,,,1206.2137,,,,
"Central, Paraguay",,,,,,,,,,,,,,,2263.4678,,,,,,,2048.32,,,,
"Alibori, Benin",,,,,,,,,,,,,,,1285.8605,,,,,,,519.3466,,,,
"Bình Thuận, Vietnam",,,,,,,,,,,,,,,1572.1696,,,,,,,950.5388,,,,
"Wādī Fīrā’, Chad",,,,,,,,,,,,,,,2206.8723,,,,,,,751.47046,,,,
"Nord-Ubangi, Democratic Republic of the Congo",,,,,,,,,,,,,,,1487.6589,,,,,,,605.7892,,,,
"Friuli Venezia Giulia, Italy",,,,,,,,,,,,,,,1574.1049,,,,,,,943.08594,,,,
"South West, Singapore",,,,,,,,,,,,,,,15931.769,,,,,,,10886.61,,,,
"Hà Tĩnh, Vietnam",,,,,,,,,,,,,,,741.31226,,,,,,,579.02637,,,,
"Nord, Haiti",,,,,,,,,,,,,,,2765.3762,,,,,,,1559.3933,,,,
"Kahramanmaraş, Turkey",,,,,,,,,,,,,,,5513.9365,,,,,,,3338.6638,,,,
"Khánh Hòa, Vietnam",,,,,,,,,,,,,,,2512.348,,,,,,,1688.3884,,,,
"Papua Barat, Indonesia",,,,,,,,,,,,,,,2434.3257,,,,,,,1251.6996,,,,
"Viken, Norway",,,,,,,,,,,,,,,968.43634,,,,,,,636.4052,,,,
"Central Equatoria, South Sudan",,,,,,,,,,,,,,,2565.9485,,,,,,,1670.0051,,,,
"Labé, Guinea",,,,,,,,,,,,,,,758.5713,,,,,,,539.6372,,,,
"El Callao, Peru",,,,,,,,,,,,,,,11203.037,,,,,,,6643.864,,,,
"San Marcos, Guatemala",,,,,,,,,,,,,,,1047.481,,,,,,,640.97766,,,,
"Analanjirofo, Madagascar",,,,,,,,,,,,,,,381.14572,,,,,,,187.27274,,,,
"Zhytomyrska oblast, Ukraine",,,,,,,,,,,,,,,1616.562,,,,,,,1027.0679,,,,
"Táchira, Venezuela",,,,,,,,,,,,,,,3824.1418,,,,,,,2166.4468,,,,
"Mangochi, Malawi",,,,,,,,,,,,,,,502.0871,,,,,,,319.3137,,,,
"Pest, Hungary",,,,,,,,,,,,,,,813.8824,,,,,,,529.4644,,,,
"Illes Balears, Spain",,,,,,,,,,,,,,,3214.227,,,,,,,2086.5955,,,,
"Bryanskaya oblast', Russia",,,,,,,,,,,,,,,1967.8372,,,,,,,1131.5374,,,,
"Kisumu, Kenya",,,,,,,,,,,,,,,2940.1482,,,,,,,2029.6777,,,,
"Boeny, Madagascar",,,,,,,,,,,,,,,2762.531,,,,,,,1016.43915,,,,
"Cherkaska oblast, Ukraine",,,,,,,,,,,,,,,1919.3878,,,,,,,1198.5863,,,,
"Faranah, Guinea",,,,,,,,,,,,,,,936.9155,,,,,,,447.9214,,,,
"Buri Ram, Thailand",,,,,,,,,,,,,,,467.61053,,,,,,,292.0148,,,,
"Quảng Ninh, Vietnam",,,,,,,,,,,,,,,1702.3456,,,,,,,1032.0266,,,,
"Podlaskie, Poland",,,,,,,,,,,,,,,1573.8235,,,,,,,1063.1248,,,,
"Zamboanga del Sur, Philippines",,,,,,,,,,,,,,,1408.9211,,,,,,,822.48425,,,,
"Chaco, Argentina",,,,,,,,,,,,,,,2282.1262,,,,,,,1586.4816,,,,
"Overijssel, Netherlands",,,,,,,,,,,,,,,1479.7767,,,,,,,934.27563,,,,
"Zamboanga del Norte, Philippines",,,,,,,,,,,,,,,721.77246,,,,,,,470.5238,,,,
"Waddāy, Chad",,,,,,,,,,,,,,,3390.1802,,,,,,,1955.712,,,,
"Chuvashskaya Respublika, Russia",,,,,,,,,,,,,,,2248.7124,,,,,,,1580.2166,,,,
"Laḩij, Yemen",,,,,,,,,,,,,,,1343.1605,,,,,,,658.674,,,,
"Tlemcen, Algeria",,,,,,,,,,,,,,,2150.0427,,,,,,,1218.4076,,,,
"Bishkek Shaary, Kyrgyzstan",,,,,,,,,,,,,,,16193.811,,,,,,,12775.468,,,,
"Haute-Matsiatra, Madagascar",,,,,,,,,,,,,,,702.77625,,,,,,,458.27853,,,,
"Jihomoravský kraj, Czech Republic",,,,,,,,,,,,,,,1447.042,,,,,,,1098.173,,,,
"Vĩnh Long, Vietnam",,,,,,,,,,,,,,,1266.5201,,,,,,,1067.488,,,,
"Kirovskaya oblast', Russia",,,,,,,,,,,,,,,1875.8163,,,,,,,1279.9087,,,,
"Ouémé, Benin",,,,,,,,,,,,,,,4280.916,,,,,,,3417.4111,,,,
"Kunduz, Afghanistan",,,,,,,,,,,,,,,2912.3298,,,,,,,1698.9993,,,,
"Boyacá, Colombia",,,,,,,,,,,,,,,2195.4834,,,,,,,1018.4819,,,,
"Maputo (Province), Mozambique",,,,,,,,,,,,,,,4140.636,,,,,,,3121.1455,,,,
"Bas-Uélé, Democratic Republic of the Congo",,,,,,,,,,,,,,,2339.7988,,,,,,,946.3329,,,,
"Kitui, Kenya",,,,,,,,,,,,,,,193.00853,,,,,,,157.94728,,,,
"Valdesia, Dominican Republic",,,,,,,,,,,,,,,2852.7585,,,,,,,1682.9055,,,,
"Isikawa, Japan",,,,,,,,,,,,,,,2073.399,,,,,,,1749.7787,,,,
"Narok, Kenya",,,,,,,,,,,,,,,323.99194,,,,,,,244.22159,,,,
"Bangui, Central African Republic",,,,,,,,,,,,,,,12951.896,,,,,,,9507.877,,,,
"Rivnenska oblast, Ukraine",,,,,,,,,,,,,,,1967.8751,,,,,,,1147.0746,,,,
"Osh, Kyrgyzstan",,,,,,,,,,,,,,,1121.597,,,,,,,705.3731,,,,
"Ôita, Japan",,,,,,,,,,,,,,,1657.561,,,,,,,1240.1775,,,,
"Samut Sakhon, Thailand",,,,,,,,,,,,,,,2986.187,,,,,,,2702.92,,,,
"Aydin, Turkey",,,,,,,,,,,,,,,4057.188,,,,,,,1857.2148,,,,
"Iringa, Tanzania",,,,,,,,,,,,,,,789.6975,,,,,,,501.6611,,,,
"Huila, Colombia",,,,,,,,,,,,,,,2967.1921,,,,,,,1677.6963,,,,
"Moravskoslezský kraj, Czech Republic",,,,,,,,,,,,,,,1310.343,,,,,,,839.2809,,,,
"Shabeellaha Dhexe, Somalia",,,,,,,,,,,,,,,3748.1934,,,,,,,1325.1151,,,,
"Pool, Congo",,,,,,,,,,,,,,,27407.773,,,,,,,20981.994,,,,
"Lūghūn ash Sharqī, Chad",,,,,,,,,,,,,,,1386.8259,,,,,,,610.07874,,,,
"Alaotra Mangoro, Madagascar",,,,,,,,,,,,,,,369.62198,,,,,,,186.79431,,,,
"Tekirdağ, Turkey",,,,,,,,,,,,,,,3640.6125,,,,,,,1886.5436,,,,
"Maule, Chile",,,,,,,,,,,,,,,2044.5518,,,,,,,1305.0751,,,,
"Siem Reab [Siĕmréab], Cambodia",,,,,,,,,,,,,,,1646.7845,,,,,,,1215.1799,,,,
"Lipetskaya oblast', Russia",,,,,,,,,,,,,,,1859.1438,,,,,,,1332.0906,,,,
"Western, Zambia",,,,,,,,,,,,,,,567.55316,,,,,,,326.53293,,,,
"Thái Nguyên, Vietnam",,,,,,,,,,,,,,,1626.6699,,,,,,,1229.9509,,,,
"Cesar, Colombia",,,,,,,,,,,,,,,6110.2246,,,,,,,4083.9666,,,,
"Homa Bay, Kenya",,,,,,,,,,,,,,,467.20255,,,,,,,407.8008,,,,
"Mykolaivska oblast, Ukraine",,,,,,,,,,,,,,,3007.64,,,,,,,2084.7854,,,,
"Masbate, Philippines",,,,,,,,,,,,,,,634.55054,,,,,,,346.49155,,,,
"Saskatchewan, Canada",,2225.1231453605387,,,,,,1639.9588812670559,,,,,,994.6020680816116,1105.0117,,,,,,690.1790917365093,780.2465,,,,
"Būshehr, Iran",,,,,,,,,,,,,,,1498.8065,,,,,,,739.09454,,,,
"Tizi Ouzou, Algeria",,,,,,,,,,,,,,,1132.7666,,,,,,,732.90564,,,,
"Kericho, Kenya",,,,,,,,,,,,,,,681.82684,,,,,,,616.30536,,,,
"Alajuela, Costa Rica",,,,,,,,,,,,,,,1923.6644,,,,,,,1519.7006,,,,
"Skikda, Algeria",,,,,,,,,,,,,,,1937.5923,,,,,,,1041.417,,,,
"Đà Nẵng, Vietnam",,,,,,,,,,,,,,,7830.7207,,,,,,,6047.6543,,,,
"Bono, Ghana",,,,,,,,,,,,,,,1463.2887,,,,,,,863.4183,,,,
"Ancash, Peru",,,,,,,,,,,,,,,2396.5894,,,,,,,1294.7583,,,,
"Upper East, Ghana",,,,,,,,,,,,,,,1123.2634,,,,,,,670.261,,,,
"Central Singapore, Singapore",,,,,,,,,,,,,,,13983.097,,,,,,,11917.738,,,,
"Sơn La, Vietnam",,,,,,,,,,,,,,,1207.8577,,,,,,,522.3245,,,,
"Androy, Madagascar",,,,,,,,,,,,,,,1273.3295,,,,,,,433.80258,,,,
"Zhambyl oblysy, Kazakhstan",,,,,,,,,,,,,,,1433.086,,,,,,,819.3184,,,,
"Saint-Louis, Senegal",,,,,,,,,,,,,,,1824.8827,,,,,,,870.313,,,,
"Terengganu, Malaysia",,,,,,,,,,,,,,,1099.7112,,,,,,,809.627,,,,
"Corrientes, Argentina",,,,,,,,,,,,,,,2790.864,,,,,,,1859.3997,,,,
"Trans Nzoia, Kenya",,,,,,,,,,,,,,,1131.8954,,,,,,,824.2651,,,,
"Qazvīn, Iran",,,,,,,,,,,,,,,3173.6367,,,,,,,1838.7924,,,,
"Bắc Ninh, Vietnam",,,,,,,,,,,,,,,2372.7966,,,,,,,1869.5463,,,,
"Turkana, Kenya",,,,,,,,,,,,,,,512.7199,,,,,,,243.77077,,,,
"'Adan, Yemen",,,,,,,,,,,,,,,11780.959,,,,,,,6539.1885,,,,
"Ryazanskaya oblast', Russia",,,,,,,,,,,,,,,2161.6494,,,,,,,1536.2446,,,,
"Limburg, Netherlands",,,,,,,,,,,,,,,1290.2218,,,,,,,954.2564,,,,
"Tiaret, Algeria",,,,,,,,,,,,,,,2865.2341,,,,,,,1353.5978,,,,
"Zabaykal'skiy kray, Russia",,,,,,,,,,,,,,,1502.7861,,,,,,,882.76385,,,,
"Migori, Kenya",,,,,,,,,,,,,,,763.4021,,,,,,,594.1736,,,,
"Miyazaki, Japan",,,,,,,,,,,,,,,1388.9143,,,,,,,1050.934,,,,
"Loreto, Peru",,,,,,,,,,,,,,,1130.5066,,,,,,,505.1242,,,,
"Vologodskaya oblast', Russia",,,,,,,,,,,,,,,2380.3093,,,,,,,1614.1644,,,,
"Yamagata, Japan",,,,,,,,,,,,,,,1377.0287,,,,,,,946.21,,,,
"Rhode Island, USA",2928.798362200388,,2926.176203951846,0.0008961040162245087,3052.28430614225,-0.040456894429318255,2418.426454914122,,2257.3342736240174,0.07136390173683965,2299.002313540438,0.051946072724812616,1665.861298853696,,1474.8118,1539.5236777746532,0.08206279832062156,1546.0543632472832,0.0774920587881362,1372.050369129643,,1261.4757,1272.4968763487445,0.07823476397565206,1268.2801170999733,0.08181966320417369
"Constantine, Algeria",,,,,,,,,,,,,,,4095.8833,,,,,,,2602.3132,,,,
"Sava, Madagascar",,,,,,,,,,,,,,,347.15765,,,,,,,181.19237,,,,
"Māyū Kībbī ash Sharqī, Chad",,,,,,,,,,,,,,,1529.6172,,,,,,,595.4292,,,,
"Ḩawallī, Kuwait",,,,,,,,,,,,,,,12425.684,,,,,,,10527.338,,,,
"Bono East, Ghana",,,,,,,,,,,,,,,1879.0265,,,,,,,956.19165,,,,
"Şā‘dah, Yemen",,,,,,,,,,,,,,,2294.1655,,,,,,,985.8535,,,,
"Thừa Thiên-Huế, Vietnam",,,,,,,,,,,,,,,2500.3567,,,,,,,1978.6414,,,,
"Montana, USA",1192.3290971638673,,1172.9449106893376,0.016526084301041657,1236.3743335290433,-0.03562451530310846,806.2401379750489,,786.903605542533,0.024572936629492625,801.5237992608946,0.00588421543877218,459.38423081306826,,469.61194,436.19886598518485,0.05315319831361248,422.8494343462275,0.08640143157180201,305.1022038149867,,317.40057,281.74643766231213,0.08289640268910044,263.3571353932496,0.1585112488385879
"Kurskaya oblast', Russia",,,,,,,,,,,,,,,1777.1417,,,,,,,1210.4681,,,,
"La Guajira, Colombia",,,,,,,,,,,,,,,4023.5183,,,,,,,1731.9205,,,,
"Uíge, Angola",,,,,,,,,,,,,,,3153.3816,,,,,,,1939.8707,,,,
"Makueni, Kenya",,,,,,,,,,,,,,,259.58554,,,,,,,228.54391,,,,
"La Araucanía, Chile",,,,,,,,,,,,,,,2004.3337,,,,,,,1366.5682,,,,
"Louga, Senegal",,,,,,,,,,,,,,,1872.9005,,,,,,,850.1766,,,,
"Diana, Madagascar",,,,,,,,,,,,,,,1052.4227,,,,,,,447.16568,,,,
"Denizli, Turkey",,,,,,,,,,,,,,,4066.151,,,,,,,2748.7793,,,,
"Negeri Sembilan, Malaysia",,,,,,,,,,,,,,,1561.3427,,,,,,,1215.4226,,,,
"Sfax, Tunisia",,,,,,,,,,,,,,,2460.4602,,,,,,,2018.1609,,,,
"Los Lagos, Chile",,,,,,,,,,,,,,,2311.4373,,,,,,,1295.4745,,,,
"Republika Srpska, Bosnia and Herzegovina",,,,,,,,,,,,,,,669.07513,,,,,,,392.4706,,,,
"Viangchan, Laos",,,,,,,,,,,,,,,692.15216,,,,,,,544.65405,,,,
"Santiago de Cuba, Cuba",,,,,,,,,,,,,,,5701.6045,,,,,,,3351.6035,,,,
"Sakarya, Turkey",,,,,,,,,,,,,,,2447.0496,,,,,,,1393.6394,,,,
"Qom, Iran",,,,,,,,,,,,,,,6224.234,,,,,,,5099.4995,,,,
"Mahilioŭskaja voblasć, Belarus",,,,,,,,,,,,,,,2805.6316,,,,,,,2062.4077,,,,
"Ulsan-gwangyeoksi, South Korea",,,,,,,,,,,,,,,5109.4116,,,,,,,3933.7754,,,,
"Arkhangel'skaya oblast', Russia",,,,,,,,,,,,,,,1975.0126,,,,,,,1155.9104,,,,
"Sultan Kudarat, Philippines",,,,,,,,,,,,,,,888.5721,,,,,,,563.07214,,,,
"Al Lādhiqīyah, Syria",,,,,,,,,,,,,,,6223.963,,,,,,,3672.6182,,,,
"Kaolack, Senegal",,,,,,,,,,,,,,,3798.581,,,,,,,2329.9539,,,,
"Ghōr, Afghanistan",,,,,,,,,,,,,,,3760.402,,,,,,,1335.6151,,,,
"Maguindanao, Philippines",,,,,,,,,,,,,,,828.04346,,,,,,,580.9968,,,,
"Sumska oblast, Ukraine",,,,,,,,,,,,,,,1872.8607,,,,,,,1123.2839,,,,
"Hrodzienskaja voblasć, Belarus",,,,,,,,,,,,,,,3140.1692,,,,,,,2179.6802,,,,
"Zanzan, Ivory Coast",,,,,,,,,,,,,,,798.23846,,,,,,,338.3021,,,,
"Savannakhét, Laos",,,,,,,,,,,,,,,292.81247,,,,,,,206.83499,,,,
"Muğla, Turkey",,,,,,,,,,,,,,,1762.4828,,,,,,,818.8772,,,,
"Toyama, Japan",,,,,,,,,,,,,,,1398.1086,,,,,,,1142.7012,,,,
"Ternopilska oblast, Ukraine",,,,,,,,,,,,,,,1450.5249,,,,,,,883.8137,,,,
"Kaluzhskaya oblast', Russia",,,,,,,,,,,,,,,2072.9546,,,,,,,1393.8588,,,,
"Khōst, Afghanistan",,,,,,,,,,,,,,,1021.7792,,,,,,,797.327,,,,
"Trentino-Alto Adige, Italy",,,,,,,,,,,,,,,1196.48,,,,,,,611.66046,,,,
"Holguín, Cuba",,,,,,,,,,,,,,,4248.2793,,,,,,,2176.6892,,,,
"Thessalía, Greece",,,,,,,,,,,,,,,1744.1838,,,,,,,882.43976,,,,
"Lindi, Tanzania",,,,,,,,,,,,,,,364.51062,,,,,,,157.0955,,,,
"Roi Et, Thailand",,,,,,,,,,,,,,,445.3804,,,,,,,304.81845,,,,
"Tambovskaya oblast', Russia",,,,,,,,,,,,,,,2020.0688,,,,,,,1369.5233,,,,
"Murang'a, Kenya",,,,,,,,,,,,,,,589.92993,,,,,,,564.59656,,,,
"Lubuskie, Poland",,,,,,,,,,,,,,,1351.7045,,,,,,,766.04596,,,,
"Udon Thani, Thailand",,,,,,,,,,,,,,,585.0215,,,,,,,422.72067,,,,
"Khersonska oblast, Ukraine",,,,,,,,,,,,,,,1432.0402,,,,,,,961.74097,,,,
"Astrakhanskaya oblast', Russia",,,,,,,,,,,,,,,2232.2397,,,,,,,1689.4075,,,,
"Gilgit-Baltistan, Pakistan",,,,,,,,,,,,,,,924.5375,,,,,,,437.16354,,,,
"Muyinga, Burundi",,,,,,,,,,,,,,,1177.6257,,,,,,,800.79376,,,,
"Darٰā, Syria",,,,,,,,,,,,,,,1883.5831,,,,,,,723.35944,,,,
"Monagas, Venezuela",,,,,,,,,,,,,,,2627.5435,,,,,,,1817.1666,,,,
"Bay, Somalia",,,,,,,,,,,,,,,7671.2266,,,,,,,3376.179,,,,
"Chahār Maḩāl va Bakhtīārī, Iran",,,,,,,,,,,,,,,1678.0032,,,,,,,710.5764,,,,
"Surat Thani, Thailand",,,,,,,,,,,,,,,533.552,,,,,,,376.24274,,,,
"Lunda-Norte, Angola",,,,,,,,,,,,,,,3140.9768,,,,,,,1562.309,,,,
"Woroba, Ivory Coast",,,,,,,,,,,,,,,626.9864,,,,,,,218.1709,,,,
"Estuaire, Gabon",,,,,,,,,,,,,,,5025.7544,,,,,,,4143.7554,,,,
"Fatick, Senegal",,,,,,,,,,,,,,,1017.1247,,,,,,,439.6481,,,,
"Upper Nile, South Sudan",,,,,,,,,,,,,,,1748.7428,,,,,,,716.96313,,,,
"Tombouctou, Mali",,,,,,,,,,,,,,,1072.7072,,,,,,,375.82153,,,,
"Phú Thọ, Vietnam",,,,,,,,,,,,,,,871.7646,,,,,,,648.9515,,,,
"Bern, Switzerland",,,,,,,,,,,,,,,1333.2094,,,,,,,925.38434,,,,
"Tomskaya oblast', Russia",,,,,,,,,,,,,,,3460.334,,,,,,,2425.0886,,,,
"Ar Rayyān, Qatar",,,,,,,,,,,,,,,5585.5044,,,,,,,4600.5273,,,,
"Cascades, Burkina Faso",,,,,,,,,,,,,,,1195.4124,,,,,,,620.3215,,,,
"Mostaganem, Algeria",,,,,,,,,,,,,,,1715.8011,,,,,,,1099.2054,,,,
"Nandi, Kenya",,,,,,,,,,,,,,,490.57953,,,,,,,451.5547,,,,
"Asturias, Principado de, Spain",,,,,,,,,,,,,,,3983.4617,,,,,,,2127.869,,,,
"Volynska oblast, Ukraine",,,,,,,,,,,,,,,1870.6921,,,,,,,1038.2067,,,,
"Chandigarh, India",,,,,,,,,,,,,,,8730.441,,,,,,,8255.559,,,,
"Mindoro Oriental, Philippines",,,,,,,,,,,,,,,710.9,,,,,,,507.68393,,,,
"Nakhon Pathom, Thailand",,,,,,,,,,,,,,,1325.1678,,,,,,,1192.2678,,,,
"Lop Buri, Thailand",,,,,,,,,,,,,,,1421.7556,,,,,,,1060.9954,,,,
"Yerushalayim, Israel",,,,,,,,,,,,,,,12539.315,,,,,,,9770.7295,,,,
"Uturu paḷāta, Sri Lanka",,,,,,,,,,,,,,,996.51764,,,,,,,798.8655,,,,
"Bujumbura Mairie, Burundi",,,,,,,,,,,,,,,11358.828,,,,,,,8504.621,,,,
"Gitega, Burundi",,,,,,,,,,,,,,,1472.2802,,,,,,,994.0879,,,,
"Zou, Benin",,,,,,,,,,,,,,,1588.8771,,,,,,,1117.1936,,,,
"Aşgabat, Turkmenistan",,,,,,,,,,,,,,,9478.94,,,,,,,7732.573,,,,
"Béjaïa, Algeria",,,,,,,,,,,,,,,1816.3059,,,,,,,1131.6803,,,,
"Otdar Mean Chey [Ŏtdâr Méan Choăy], Cambodia",,,,,,,,,,,,,,,1211.584,,,,,,,661.3592,,,,
"Kaliningradskaya oblast', Russia",,,,,,,,,,,,,,,2443.6516,,,,,,,1892.2633,,,,
"Libertador General Bernardo O'Higgins, Chile",,,,,,,,,,,,,,,2028.0011,,,,,,,1333.7827,,,,
"Saarland, Germany",,,,,,,,,,,,,,,969.09454,,,,,,,737.3488,,,,
"Santiago del Estero, Argentina",,,,,,,,,,,,,,,1794.3181,,,,,,,1296.5739,,,,
"Al Balqā’, Jordan",,,,,,,,,,,,,,,5231.863,,,,,,,4371.2886,,,,
"Tabūk, Saudi Arabia",,,,,,,,,,,,,,,4287.977,,,,,,,3308.5903,,,,
"Delaware, USA",2333.5207474934136,,2327.220371796282,0.0027072535860747015,2604.7381169054356,-0.1041246210710205,1440.4806244047836,,1462.4326399696217,-0.015010616533623126,1591.6211368365514,-0.09496010635556724,868.0095413015731,,937.7967,870.4714623642335,-0.002828261659461786,916.8900249705204,-0.05331117400968436,658.0357992166739,,734.2314,656.4278988173577,0.0024494699299238845,685.4030730398833,-0.03992872938522253
"Akita, Japan",,,,,,,,,,,,,,,1088.3655,,,,,,,766.7648,,,,
"Biskra, Algeria",,,,,,,,,,,,,,,2982.5117,,,,,,,1654.5061,,,,
"South East, Singapore",,,,,,,,,,,,,,,16073.534,,,,,,,13616.102,,,,
"East, Cameroon",,,,,,,,,,,,,,,1630.7153,,,,,,,806.1166,,,,
"Baja California Sur, Mexico",,,,,,,,,,,,,,,3226.1846,,,,,,,2025.97,,,,
"Lima, Peru",,,,,,,,,,,,,,,1691.9514,,,,,,,773.4083,,,,
"Aïn Defla, Algeria",,,,,,,,,,,,,,,1628.9459,,,,,,,765.8956,,,,
"L'Ariana, Tunisia",,,,,,,,,,,,,,,8340.016,,,,,,,6068.242,,,,
"Tiranë, Albania",,,,,,,,,,,,,,,9111.944,,,,,,,6861.788,,,,
"Yazd, Iran",,,,,,,,,,,,,,,2202.5637,,,,,,,1743.1309,,,,
"Siaya, Kenya",,,,,,,,,,,,,,,450.75424,,,,,,,421.14627,,,,
"Extremadura, Spain",,,,,,,,,,,,,,,1102.3207,,,,,,,506.2259,,,,
"Kara, Togo",,,,,,,,,,,,,,,1312.2284,,,,,,,742.76904,,,,
"Kagawa, Japan",,,,,,,,,,,,,,,1412.2634,,,,,,,1201.5156,,,,
"Muchinga, Zambia",,,,,,,,,,,,,,,1006.9622,,,,,,,602.2178,,,,
